Sleep_Hours,Study_Hours,Screen_Time,Exercise_Mins,Is_Weekend,Productivity_Label
4.0567682238370955,5.670259347545538,8.895267510315612,0,1,0
6.343303209970632,1.4226937009754954,8.765133857772465,0,0,0
4.2815163784091865,2.4965503188047147,4.156751523977172,30,0,0
4.594089581340359,7.642302547837334,8.588854702326572,30,0,1
4.587631233885524,1.7451880113261382,5.938644056541585,30,0,0
7.246051510580318,6.428368985197494,8.51232977041492,30,0,1
7.730224396327117,3.2081419871318886,3.065930303079907,60,0,1
6.916843825485798,4.503660526377789,8.578453046030361,0,0,1
8.81086274237271,3.598243630936299,11.994137257706665,60,1,0
5.87435289761852,4.201054448184542,2.4821203886055603,0,0,1
5.428560431409304,7.471413146658209,11.771741842213173,0,1,1
8.3429956409473,3.6740954406085753,6.069079607228706,30,0,1
5.117979192597263,6.097641762672074,10.707534503372592,60,1,0
8.816112697203057,5.284453619791897,9.823854840582735,30,0,1
4.0607723734490815,6.973040488263833,7.6701626098666775,60,0,1
8.849394133538194,9.431467653922821,9.384492092513266,0,0,2
4.215799559752881,7.593148874892252,10.78515561301348,30,0,1
8.455715568490355,2.934463407316811,6.0414032165103295,30,0,1
6.638505545431499,1.2806482155515622,5.2703316156323865,0,1,0
8.964823980596503,3.360376398698426,8.675933855635847,0,0,1
4.368982823676994,6.355701376302293,10.078459419412585,0,0,0
6.769271422006604,1.462832321358253,9.622851347766158,30,1,0
8.846512678095495,5.467296224811127,9.978136488586344,60,1,1
6.615489220850744,6.371585640252003,6.35583314812933,30,0,1
7.146993190676312,4.008195017352648,10.178342161750216,60,0,0
7.478743444923086,7.938209833712397,3.2020905537060846,30,0,2
6.272705323838866,1.9593842782039461,7.444890979608496,30,0,0
7.137790400420317,1.6762400356222789,2.057586604981216,0,1,1
6.921571559615501,7.55369880583243,5.245858299002703,60,1,2
8.505790052454945,5.459421845855786,5.664615348713979,30,1,1
4.227231901707289,7.195621567849624,5.9617269160925535,30,1,1
5.4048159479611515,4.913446047433716,8.954672066898622,0,0,0
8.752057420382794,3.2176182991519613,5.885581012703457,0,1,1
8.451318919454582,8.371920859067798,6.486936226225307,60,1,2
6.278283763928565,8.194742910720812,4.375441308743275,30,0,2
7.100662989007684,7.252268237689841,5.732517916293401,60,1,2
5.386905914905663,3.449306235069664,4.2726962726315145,30,0,0
4.940605798618806,6.312076001821784,2.7319592376844364,60,0,1
6.318492024699911,4.248765072460241,8.03448593381378,0,1,0
5.766761140130264,1.8242386599397074,8.682127985550164,30,0,0
6.91828055925436,9.255822179160186,8.194903460096146,60,0,2
4.388673184824924,2.2313676782706526,6.6349404380057235,0,0,0
8.871974038330833,9.552136184387223,5.797857801792298,0,0,2
8.931053722398016,5.014051956621602,10.633336495718252,60,1,1
